title,creator,date,youtubeId,tags
"Download, Verify & Flash SeedSigner v0.7.0 Software",Wicked Smart Bitcoin,12/15/23,M5-yY2XWdKM,"SeedSigner,Verifying Downloads"
Trezor Safe 3: Unboxing and Setup,Unchained,12/15/23,mhLXeM1oupI,Trezor Safe
Create & Verify Your Bitcoin Seed Phrase Using Dice + ColdCard + SeedSigner,Wicked Smart Bitcoin,12/18/23,qxOhCvot77I,"Seed Phrases (General),ColdCard MK(1-4),SeedSigner"
Lightning on Blockstream Green,Blockstream,12/21/23,gkxIbihwfEc,"Lightning,Blockstream App"
Getting Started on the Liquid Network (Bitcoin/L-BTC/USDT),theBTCcourse,12/22/23,IhRbIZQTPcs,"Liquid,USDT,Boltz"
"Satochip, Seedkeeper, and Satodime",Crypto Guide,12/23/23,NTdiji9KpRE,"Satochip,Seedkeeper,Satodime,Electrum"
"Aqua Wallet for Bitcoin, Lightning & Liquid Network Transactions",theBTCcourse,1/4/24,9b_VYjKAc-s,"Aqua,Lightning,Liquid"
UTXO Management and Consolidation using Nunchuk Mobile Bitcoin Wallet,SaniExp,1/4/24,dC8qV2ZGtPA,"Nunchuk,UTXO Management"
Blockstream Jade Hardware Wallet for Bitcoin and Liquid Network,theBTCcourse,1/6/24,rmB1VJ4nMXw,"Jade,Liquid,Blockstream App,Lightning"
CoinJoin and PayJoin using BTCPay Server,BTCPay Server,1/6/24,ID:Qwo8qcfnZ14,"BTCPay Server,Coinjoin (Wabisabi),Payjoin"
Bitcoin Safety: Why 12 Words are Better than 24,Rhett Reisman,1/8/24,pTyAeXZvi1g,Seed Phrases (General)
Understanding UTXOs and How to Manage Them,BTC Sessions,1/9/24,Mqe0QCxjKpI,"UTXO Management,Sparrow"
Bitcoin Seed Phrases & Backups: Harden Your Security,Ian Major,1/18/24,4Xre23cp5Bw,Seed Phrases (General)
Minibits BTC Wallet: Near Perfect Privacy and Low Fees,BTC Sessions,1/19/24,igJF8ccMnbQ,"Minibits,Cashu,Lightning"
How to Consolidate Bitcoin UTXOs,Rhett Reisman,1/23/24,BPZSbmFj_lI,"UTXO Management,Sparrow"
Nunhcuk Mobile Wallet Review,Bitcoin Learning,1/27/24,RP-OeyoxnWc,Nunchuk
Bisq: Bitcoin Peer-to-Peer Trading Network,Bitcoin Learning,1/27/24,ID:-EZVFzBHP6k,"Bisq,Non-KYC"
"Bitcoin Node Comparison (Umbrel, Start9, myNode, and more!)",Ian Major,1/29/24,5pWzhBsGs6U,"Umbrel,Start9,Raspiblitz,RoninDojo,MyNode"
Unlock the Power of Aqua Wallet: Bitcoin Made Easy,BTC Sessions,1/30/24,Z--Y4udsJdE,"Aqua,Liquid,Lightning,USDT"
Restoring a ColdCard MK4 from a Seed Phrase,Bitcoin Classroom,2/2/24,d6XtpmBB6TI,ColdCard MK(1-4)
Restoring a Ledger Nano S from a Seed Phrase,Bitcoin Classroom,2/2/24,ORkU7cLnHKY,Ledger Nano(S/X)
Restoring a Trezor One from a Seed Phrase,Bitcoin Classroom,2/2/24,JMwjS5mcEPA,Trezor One
Restoring a 2-of-3 Multisig Wallet in Sparrow from the Configuration File,Bitcoin Classroom,2/2/24,IOUue4e4rzY,"Sparrow,Ledger Nano(S/X), ColdCard MK(1-4),Multisig"
Setting Up a New 2-of-3 Multisig Wallet in Sparrow,Bitcoin Classroom,2/2/24,DtudBLoL54c,"Sparrow,Ledger Nano(S/X), ColdCard MK(1-4),Trezor One,Multisig"
Setting Up a ColdCard MK4 with a New Seed Phrase,Bitcoin Classroom,2/4/24,aPWbqBrlbAY,ColdCard MK(1-4)
How to Set Up a Lightning Wallet in Blockstream Green,Blockstream,2/7/24,QtMXsJxx1X0,"Blockstream App,Lightning"
Restoring a 2-of-3 Multisig in Nunchuk Desktop From a Config File Without Hardware Wallets,Bitcoin Classroom,2/10/24,xdXzTEicorw,"Nunchuk,Multisig"
Restoring a 2-of-3 Multisig in Nunchuk Desktop From a Config File,Bitcoin Classroom,2/10/24,xdXzTEicorw,"Nunchuk,Multisig,Ledger Nano(S/X),ColdCard MK(1-4)"
ColdCard + Nunchuk- Mobile Bitcoin Security with Virtual Disk Mode,BTC Sessions,2/14/24,YhReWAJlD6M,"ColdCard MK(1-4),Nunchuk"
Bitcoin UTXO Management with Nunchuk Wallet,Wicked Smart Bitcoin,2/18/24,BnHLSB08W2M,"UTXO Management,Nunchuk"
ColdCard Q Bitcoin Wallet- Beginner Tutorial,BTC Sessions,2/20/24,FiNCG-7EN4A,"ColdCard Q,Sparrow"
What is Shamir's Secret Sharing,Blockstream,2/26/24,O2Wx0B-prSU,Shamir's Secret Sharing (SLIP-39)
Shamir's Secret Sharing vs. Multisignature: Which is Best?,Blockstream,2/26/24,g1vus8_yOsw,"Shamir's Secret Sharing (SLIP-39),Multisig"
SeedSigner + SeedKeeper: Adding Affordable Secure Element Storage to DIY Bitcoin Hardware Wallet,Crypto Guide,2/27/24,Rhs9z5uL7qg,"SeedSigner,Verifying Downloads"
Boost or Cancel Your Bitcoin Transaction with Envoy,Foundation,3/8/24,JuiB76jA8Eo,"Envoy,Replace By Fee (RBF),Child Pays For Parent (CPFP)"
Trezor Wallet: Simple Bitcoin Security,BTC Sessions,3/13/24,1rrP7QqgcuI,Trezor Safe
Joltz Wallet: First Non-Custodial Bitcoin and Taproot Assets Wallet,Ian Major,3/14/24,ID:-wVv4R5u9P4,"Joltz,Taproot Assets"
Bitcoin Self Custody: Passphrases,Wicked Smart Bitcoin,3/17/24,RLxi0jU-AXE,"ColdCard MK(1-4),Passport Core,SeedSigner,Sparrow"
How to Verify Bitcoin Software Using Sparrow Wallet,Southern Bitcoiner,3/21/24,y57EiJuSkqc,"Sparrow,Verifying Downloads"
Krux DIY: Build From Source and Verify (with Windows + WSL2 + Docker),Crypto Guide,3/21/24,Vmr_TFy2TfQ,"Krux,Verifying Downloads"
How to Buy Bitcoin Straight to Self-Custody with Bitcoin Well,Ian Major,3/22/24,ze7eOICbg44,Bitcoin Well
Importing a ColdCard Bitcoin Wallet (& Labels from Sparrow) into Nunchuk,Wicked Smart Bitcoin,3/24/24,6ojBttz49cA,"ColdCard MK(1-4),Sparrow,Nunchuk"
Multisignature with Blockstream Jade,Blockstream,3/27/24,XJ5Xckqb4CI,"Jade,Multisig,Specter Desktop,Sparrow"
How to Buy Non KYC Bitcoin with Ease (Bisq Tutorial),Ian Major,3/29/24,BUoiUSUkMGw,"Bisq,Verifying Downloads,Non-KYC"
Tapsigner Recovery Using a ColdCard with Sparrow Wallet,Wicked Smart Bitcoin,3/31/24,iWh0lfbvdLQ,"Tapsigner,Sparrow,Nunchuk,ColdCard MK(1-4)"
The New Keystone 3 Pro BTC-Only Firmware Update,Pioneering Freedom,4/3/24,Q8vkQSmiktc,Keystone
"How to Set Up Your Sparrow ""Hot"" Wallet",Pioneering Freedom,4/3/24,2N8-T5GvCyQ,Sparrow
How to Securely Verify Sparrow Wallet and Install,Pioneering Freedom,4/3/24,6bKaHgEH1hM,"Sparrow, Verifying Downloads"
Parmanode Review,Bitcoin Learning,4/4/24,ID:-RCYkXRtpoM,Parmanode
Keystone 3 Pro Pro & Sparrow Wallet- Ultimate Air Gapped Solution,Pioneering Freedom,4/5/24,hkIQuGIg8yM,"Sparrow,Keystone"
How to Manage Your Bitcoin UTXOs in an Unchained Vault,Unchained,4/5/24,idh-8NJ7ou4,"UTXO Management,Unchained/Caravan,Multisig"
How to Secure Your Bitcoin with the Keystone 3 Pro,Ian Major,4/5/24,VBu7-MEevoM,"Keystone,Sparrow"
How to use the Verificiation Tool in Sparrow Wallet (1.8.4),Pioneering Freedom,4/6/24,3O4m5AT8hIE,"Sparrow,Verifying Downloads"
"Verifying Dice Roll Seed Generation with the SeedSigner, ColdCard, & Keystone",Wicked Smart Bitcoin,4/12/24,mVgPoQrbi7A,"Seed Phrases (General),SeedSigner,ColdCard Q,Keystone"
Bitcoin Replace By Fee & Child Pays For Parent Tutorial Using Sparrow Wallet,Wicked Smart Bitcoin,4/13/24,7EmshGDXi04,"Sparrow,Replace By Fee (RBF),Child Pays For Parent (CPFP)"
Bitcoin Privacy with Wasabi Wallet,Sovereign Money,4/13/24,REEpl06Fh3k,"Wasabi,Coinjoin (Wabisabi)"
Evil Replace By Fee (RBF)-er Scenario Walkthrough using Sparrow Wallet,Wicked Smart Bitcoin,4/14/24,pWmgu5eA4y4,"Sparrow,Replace By Fee (RBF),Child Pays For Parent (CPFP)"
ColdCard Q Bitcoin Wallet- Air Gapped QR Device for Mobile and Desktop,BTC Sessions,4/15/24,985bAPKUAV4,"ColdCard Q,Nunchuk,Sparrow"
How to Verify Sparrow Wallet (using command line),Kahoobb,4/21/24,dAMHOhTO0Bc,"Sparrow,Verifying Downloads"
Theya: Setting up a Bitcoin Multisig Vault,Theya,4/22/24,tcfaC6BXJfk,"Theya,Multisig,ColdCard MK(1-4)"
How to Verify Sparrow Wallet 1.8.3 and Above (using Sparrow's verification tool),Kahoobb,4/25/24,1UmMVnMx1YE,"Sparrow,Verifying Downloads"
"Fedi: Bitcoin Made Simple, Fast and Cheap",BTC Sessions,4/26/24,um2VL22R-J0,"Fedi,Fedimint,Lightning,Boltz,Mutiny"
"Aqua: Non-Custodial Bitcoin, Lightning, Liquid",Ian Major,4/26/24,xmup5ETXI7M,"Aqua,Liquid,Lightning"
Foundation Passport with Envoy and Sparrow,Crypto Guide,4/26/24,n9EPXCJWTB0,"Passport Core,Envoy,Sparrow,Encrypted Backups"
Bitcoin 10-of-10 Multisig Testing with Sparrow and Nunchuk Wallet,Wicked Smart Bitcoin,4/29/24,CNkgi1DU7xc,"Nunchuk,Sparrow,Multisig"
Atomic Swaps on Blockstream Jade,Blockstream,4/29/24,Cm2XQWH2SRc,"Jade,Liquid,USDT"
Trezor Safe 3: The Ultimate Bitcoin Hardware Wallet?,Sovereign Money,4/29/24,I2D-eChB_zc,Trezor Safe
ColdCard Q: Unboxing and Setup,Unchained,5/3/24,vrKSFbnmrrI,ColdCard Q
Restore Peach Wallet in Sparrow,Peach,5/7/24,_kTYegiDK2Q,"Peach,Sparrow"
Setting Up a Multisig Bitcoin Vault with Theya,Theya,5/8/24,kVZIj-Bi7Fw,"Theya,Multisig,Ledger Nano(S/X)"
How to Use Ledger with Sparrow Wallet,Pioneering Freedom,5/9/24,LSSbsKjs6Ao,"Ledger Nano(S/X),Sparrow,Verifying Downloads"
Bitcoin Passphrases Explain + Sparrow Wallet,Southern Bitcoiner,5/11/24,CrHMqEnQv7Y,Sparrow
River Bitcoin Exchange,Sovereign Money,5/14/24,tmLJRynglJE,River
Buy Bitcoin on Lightning from Anywhere in the World Using Azteco Vouchers,Area Bitcoin English,5/15/24,kHiEnFZ7vqs,"Lightning,Azteco"
Liana Bitcoin Wallet Tutorial,Wizardsardine,5/16/24,GppkFrcDrk0,"Liana,Multisig,ColdCard MK(1-4),ColdCard Q"
Debifi Bitcoin Backed Loans (No Rehypothecation),BTC Sessions,5/18/24,KIBBtH-y-lg,"Debifi,Liquid,USDT,Blockstream App"
How to Improve Bitcoin Privacy with JAM JoinMarket UI,Ian Major,5/20/24,e8JgwmASuC8,"JAM,Coinjoin (JoinMarket),Umbrel"
How to Buy Bitcoin with Cash in Canada: Bitcoin Well Cash Vouchers,Darren Honeysett,5/22/24,kpXY3NrkhP8,"Bitcoin Well,Non-KYC"
Funding a Theya Vault & Signing a Bitcoin Transaction,Theya,5/23/24,P2sFYV6ydZM,"Theya,Ledger Nano(S/X)"
Build a Trezor One DIY Hardware Wallet with STM32 Dev Boards,Crypto Guide,5/24/24,d4TYYHiM8y8,Trezor One
Restoring Your Bitcoin Wallet Using Electrum,Bitcoin Learning,5/27/24,Ph8VZvHdcjk,Electrum
How to Set up a Jade Multisig in Specter Wallet,Blockstream,5/28/24,tqD3SGtzns4,"Jade,Multisig,Specter Desktop,Umbrel,Bitcoin Core"
Keystone 3 Pro Bitcoin Wallet: Review and Tutorial,Darren Honeysett,5/29/24,gylEDasHDyQ,"Keystone,Sparrow"
Mutiny Wallet,BTC Sessions,5/31/24,bUbee0BUquo,"Mutiny,Lightning,Start9"
"Using an Unchained Vault with Caravan, Sparrow, and Electrum",Unchained,6/3/24,rZEZrTFMs9E,"Unchained/Caravan,Sparrow,Electrum,Multisig"
The Best Bitcoin Multisig (Unchained vs. Casa vs. Nunchuk),Rhett Reisman,6/3/24,Ito1YJYhc3g,"Unchained/Caravan,Casa,Nunchuk,Multisig"
How to Swap L-BTC and USDT Using a Hardware Wallet,Blockstream,6/5/24,X616PCJ1-qQ,"Jade,Liquid,USDT"
Theya: Restoring a Mobile Key Backup from iCloud Keychain,Theya,6/5/24,uelh4niqsxc,Theya
ColdCard and Trezor: Setting Up a Multisig Vault in Theya,Theya,6/12/24,dA4yK__4-M8,"Theya,Multisig,ColdCard MK(1-4),Trezor Safe"
Cashu.me: Bitcoin Wallet for Privacy + Low Fees,BTC Sessions,6/12/24,LIPw1c74LBU,"Cashu,Phoenix,Lightning,Minibits,Cashu.me"
Use Joinmarket JAM App to Increase Privacy,Corner Culture,6/12/24,xtE1knEcqr8,"JAM,Coinjoin (JoinMarket)"
"ColdCard Q Unboxing, Setup and Review",Crypto Guide,6/13/24,2m5K0RageOI,"ColdCard Q,Sparrow,SeedQR"
How to Save Your Multisig File to Blockstream Jade,Blockstream,6/17/24,8zpRMMCcetA,"Jade,Multisig,Specter Desktop"
Using Passport Hardware Wallet with Sparrow- Multisig,Foundation,6/18/24,zaJS1TVGDeQ,"Passport Core,Sparrow,Multisig,Jade"
How to Buy Anything with Bitcoin: Bitrefill Tutorial,Southern Bitcoiner,6/23/24,U9BhlTejaEo,"Bitrefill,Lightning"
Using Passport Hardware Wallet with BlueWallet- Multisig,Foundation,6/24/24,ndS_B8myXPs,"Passport Core,BlueWallet,Multisig,SeedSigner"
Bull Bitcoin Fee Multiple Tutorial,Bull Bitcoin,6/24/24,sLmMwQtpZEM,Bull Bitcoin
Speed Wallet- Simple BTC Wallet Tutorial,BTC Sessions,6/25/24,2o8gH-D89HI,"Speed,Lightning"
Sparrow Wallet Tutorial,Southern Bitcoiner,6/26/24,tE-oEQPMrdI,Sparrow
Theya: Assisted Recovery for 2-of-3 Multisig Vaults,Theya,6/27/24,T8-LkN_Fv5k,"Theya,Multisig,ColdCard MK(1-4)"
Stacking Sats Cheaply with Lightning and Liquid Swaps,Blockstream,6/27/24,S5tv9L818qc,"Blockstream App,Liquid,Boltz,Lightning,Strike"
Trezor Multi-Share Backup,Crypto Guide,6/27/24,6_7zGA0gMiE,"Trezor T,Shamir's Secret Sharing (SLIP-39)"
Bitcoin Keeper- Multi Key Security,BTC Sessions,7/1/24,st9Oe4Dxxl4,"Bitcoin Keeper,Multisig,Tapsigner,ColdCard Q"
Start9 Tutorial: Set up your Bitcoin Node and Personal Server,Southern Bitcoiner,7/2/24,DzikmY4S42Y,"Start9,Bitcoin Core"
How to Import Your Jade Multisig from Specter to Sparrow Wallet,Blockstream,7/4/24,GCJyhbRQOtc,"Jade,Sparrow,Specter Desktop,Multisig"
How to Connect Sparrow Wallet to a Start9 Bitcoin Node,Southern Bitcoiner,7/4/24,t-UDve3Iqnw,"Start9,Bitcoin Core,Electrum Rust Server (Electrs),Sparrow"
Non-KYC Bitcoin: How to Buy Bitcoin with Cash Anonymously,Pioneering Freedom,7/4/24,BW3JUevo4Qc,"Bitcoin Well,Non-KYC"
Collaborative Wallet: Bitcoin Keeper,Bithyve,7/4/24,SPawVBHql9M,"Bitcoin Keeper,Multisig"
Multi-app Collaborative Wallet: Bitcoin Keeper,Bithyve,7/4/24,h_-mu_3q8KA,"Bitcoin Keeper,BlueWallet,Sparrow,Multisig"
How to Verify Your ColdCard Firmware,Pioneering Freedom,7/6/24,KwcwTEIWyyE,"Sparrow,ColdCard MK(1-4),Verifying Downloads"
Seed XOR: Secure Your Bitcoin Like a Pro,Bitcoin Quickies,7/9/24,iOX4qylU1LY,"Seed XOR,ColdCard Q"
Consolidating UTXOs with ColdCard and Keystone 3 Pro,Pioneering Freedom,7/10/24,VtV2ToHPeBc,"Sparrow,UTXO Management,Keystone,ColdCard MK(1-4)"
UTXO Management,Pioneering Freedom,7/10/24,DiFKzGR--ng,"UTXO Management,Sparrow"
ColdCard Q- Secure Offline Password Manager,BTC Sessions,7/11/24,SFCqMJIT5PM,"ColdCard Q,Child Seeds (BIP 85)"
"Trezor Safe 5 Unboxing, Setup and Review",Crypto Guide,7/12/24,H57nl-1O65Y,Trezor Safe
Trezor Safe 5 Tutorial,Southern Bitcoiner,7/16/24,c016Vn6_fRI,Trezor Safe
The Bitaxe Supra: Start Mining Bitcoin Today!,Satoshi Radio Global,7/22/24,InfDHmFQcsE,Bitaxe
Mine Bitcoin at Home with NerdAxe,BTC Sessions,7/27/24,jC-Wp4J4Jb4,NerdAxe
Proton Bitcoin Wallet,BTC Sessions,7/30/24,tpEh5Bx-n_o,Proton
Bitcoin Silent Payments & Cake Wallet Tutorial,Ian Major,8/2/24,payDPlHzp58,"Silent Payments,Cake"
The Bitcoin Liquid Network,Sovereign Money,8/3/24,ymtWl4STiYs,Liquid
Setting Up a Collaborative Vault in the Theya app,Theya,8/7/24,ycNAS_9wJqM,"Theya,Multisig,ColdCard MK(1-4)"
Sovereign Recovery: Recovering Your Bitcoin from a Theya Vault,Theya,8/8/24,RRbSpcTrG34,"Theya,Sparrow"
Umbrel Home: The Ultimate Bitcoin Node Solution?,Satoshi Radio Global,8/8/24,G_Ts4EBjuJY,"Umbrel,Bitcoin Core"
Specter DIY with STM32F469I-DISCO,Crypto Guide,8/8/24,HOR9bGK57ZA,"Specter DIY,Verifying Downloads,Sparrow,Specter Desktop"
Bitcoin Privacy without a Mixer: Using the Liquid Network,Sovereign Money,8/8/24,0lEXc3pA5LY,"Liquid,Blockstream App"
Bitcoin-Only Blue Wallet: Full Intro and Tutorial,Sovereign Money,8/18/24,u8GhLf7WNS8,"BlueWallet,Multisig"
Buy & Sell With Bitcoin Well,BTC Sessions,8/20/24,BQ6fuA4_J40,Bitcoin Well
"Wallet Backup Types: BIP 39 Mnemonic, Passphrase, SLIP39 (Multishare), Multisig",Crypto Guide,8/22/24,iyfxO1IPTd8,"Seed Phrases (General),Shamir's Secret Sharing (SLIP-39),Multisig"
How to Speed Up a Bitcoin Transaction,Rhett Reisman,8/22/24,H3Dwic_rJ1w,"Child Pays For Parent (CPFP),Replace By Fee (RBF),Mempool.space Accelerator"
Blue Wallet: Multi-Hardware Multisig Wallet,Sovereign Money,8/23/24,tDBNwUIOxe4,"BlueWallet,Multisig"
Bitaxe 401 Supra,Pioneering Freedom,8/25/24,58fJc2PEtAc,Bitaxe
How to Buy Bitcoin into Sparrow Wallet,GetBittr,8/26/24,Ai_7SbMojfU,"Bittr,Sparrow"
How to Buy Bitcoin into Blockstream Green,GetBittr,8/26/24,7XdiRfXC6Ls,"Bittr,Blockstream App"
How to Buy Bitcoin into Ledger Wallet,GetBittr,8/26/24,SJITka38JZM,"Bittr,Ledger Nano(S/X)"
How to Buy Bitcoin into the Trezor Hardware Wallet,GetBittr,8/26/24,4yrYtrEMKqw,"Bittr,Trezor Safe"
How to Buy Bitcoin into Electrum,GetBittr,8/26/24,E71lA_3ETCE,"Bittr,Electrum"
How to Buy Bitcoin Directly into the Bitbox 02,GetBittr,8/27/24,Rx1d6S2kMo0,"Bittr,BitBox"
How to Buy Bitcoin into BlueWallet,GetBittr,8/27/24,Xg6M4Z1mVQw,"Bittr,BlueWallet"
Sparrow Border Wallet,Sovereign Money,8/28/24,4ycgRfkgTpQ,"Sparrow,Border Wallet"
Sparrow Bitcoin Wallet,Sovereign Money,9/2/24,JNCdYUjiduI,Sparrow
Buying Bitcoin Directly into Self-Custody with Theya App,Theya,9/4/24,vS-DKy3cFJw,Theya
Bitcoin Multisig Self-Custody with Casa,Natalie Brunell,9/4/24,6x_12Q5EMdw,"Casa,Multisig,Trezor One"
The Fastest Way to Buy Bitcoin: Strike App Review,Rhett Reisman,9/5/24,kepE28q_gS0,Strike
Ledger Flex: Unboxing and Setup,Unchained,9/6/24,YmIIZTIE68o,Ledger Flex
Wasabi- Coinjoin Wallet for Bitcoin Privacy,BTC Sessions,9/6/24,52pSd3I1nac,"Wasabi,Coinjoin (Wabisabi),Verifying Downloads"
Tapsigner: A Smartcard-Based Bitcoin Hardware Wallet,Crypto Guide,9/6/24,isUqUL1qfBk,"Tapsigner,Nunchuk,Sparrow,ColdCard Q"
Sparrow Wallet Multisig,Sovereign Money,9/7/24,7y7rxqib78g,"Sparrow,Multisig,Ledger Nano(S/X),Trezor Safe"
BitBox02 Tutorial,Southern Bitcoiner,9/10/24,sMG6KIB7x2Q,BitBox
How to Buy Bitcoin into the Foundation Passport Wallet,GetBittr,9/10/24,ZzquPXQVeeo,"Bittr,Passport Core,Sparrow"
Setting up a Theya Vault with Passport Hardware Wallet,Theya,9/11/24,u4bTKrrKohY,"Theya,Passport Core"
Alby Hub: The Easy Way to Self-Custody on the Lightning Network,Ian Major,9/11/24,8BHagtIX0rc,Alby
Alby Hub- Run a Bitcoin Lightning Node Tutorial,BTC Sessions,9/12/24,2Z1BzwxdP4I,Alby
Keystone 3 Pro Review and Setup Tutorial,Rhett Reisman,9/12/24,Wz2jurph4Kk,"Keystone,Nunchuk"
LNbits on Liquid,lnbits,9/12/24,AbWBagSHBsM,"LNbits,Liquid"
Restoring SeedXOR using Seed Vault,Coinkite,9/13/24,4F47j9raTvU,"ColdCard Q,Seed XOR"
How to Set Up the Avalon Nano 3 Bitcoin Miner for Solo Mining,JBINZALA,9/13/24,RIB914k_sQI,Avalon Nano
Trezor Shamir Backup Setup Warning,Darren Honeysett,9/14/24,C1pAyiEfvy0,"Trezor One,Trezor T,Trezor Safe,Shamir's Secret Sharing (SLIP-39)"
How to Buy Bitcoin into Blockstream Jade with Green Wallet,GetBittr,9/16/24,AQzzTPL8Ubw,"Bittr,Jade,Blockstream App"
How to Buy Bitcoin on Your Smartphone to Blockstream Green,GetBittr,9/16/24,3XtrJwilqvM,"Bittr,Blockstream App"
How to Buy Bitcoin on Your Smartphone to BlueWallet,GetBittr,9/17/24,58U0JpyO-lo,"Bittr,BlueWallet"
How to Buy Bitcoin on Your Smarthphone into the Bitbox02,GetBittr,9/17/24,h3dcfdPJqmY,"Bittr,BitBox"
Finding Lost Bitcoin Accounts with Electrum Account Search + Wallet Fingerprint Demo,Crypto Guide,9/19/24,3rUaAaANpWo,Electrum
How to Download and Verify Sparrow Wallet on Windows 11,Andrew with Laser Eyes,9/23/24,vCZIcfiPa3g,"Sparrow,Verifying Downloads"
Collaborative Wallet in Bitcoin Keeper,Bithyve,9/24/24,P4rdQaLjZD0,"Bitcoin Keeper,Multisig"
ColdCard MK(1-4)4: Unboxing and Setup with Sparrow Wallet,Pioneering Freedom,9/24/24,IM-JxGKa4mc,"ColdCard MK(1-4),Sparrow"
How to Download and Verify Sparrow Wallet on Mac,Andrew with Laser Eyes,9/24/24,cijmiarGGRc,"Sparrow,Verifying Downloads"
Braiins Mini Miner: Mine Bitcoin at Home,BTC Sessions,9/25/24,QXonFfguymw,Braiins Mini Miner
How to Get Started with Sparrow Wallet (Quick Start),Andrew with Laser Eyes,9/28/24,1RNM-Irpc0k,Sparrow
ColdCard Q: Unboxing and Setup with Sparrow Wallet,Pioneering Freedom,9/29/24,Zx4nGt7jaeY,"ColdCard Q,Sparrow"
Spike to Spike: New Way to Buy Bitcoin with No KYC?,Ian Major,9/30/24,9hzcDvKyWYA,"Spike to Spike,Non-KYC"
ColdCard Q: Disable NFC and USB,Coinkite,10/2/24,GGqJNTUycs4,ColdCard Q
Build a KeepKey DIY Hardware Wallet,Crypto Guide,10/3/24,athvFw5eypA,"KeepKey,Verifying Downloads"
How to Use a Coldcard Air-Gapped Bitcoin Wallet,Andrew with Laser Eyes,10/7/24,BEwWInJ5Ldo,"ColdCard MK(1-4),Sparrow"
Introducing the Theya Web App: Simple & Robust Bitcoin Multisig,Theya,10/8/24,pGm-I0lUSZo,"Theya,Multisig,Ledger Nano(S/X),Trezor Safe"
Blitz- Cutting Edge Bitcoin Wallet Tutorial,BTC Sessions,10/11/24,Ka60AHkfrPE,"Blitz,Cashu,Lightning"
The Blockstream Jade Bitcoin Cold Wallet: Full Setup and Review,Sovereign Money,10/12/24,mX6ERYT7790,"Jade,SeedQR,Blockstream App"
How to Buy and Withdraw Bitcoin from Coinbase,Andrew with Laser Eyes,10/17/24,_xaRw8Cn0Yg,"Coinbase,Sparrow"
How to Buy Bitcoin Directly into the Keystone,GetBittr,10/21/24,EjpbII2Ds4M,"Bittr,Keystone,Sparrow"
Ashigaru: Bitcoin Privacy Node DIY Tutorial,BTC Sessions,10/23/24,ULZoPMCYPfk,"Ashigaru,Ashigaru Dojo,Verifying Downloads"
Bitcoin Node Box: Electrum Rust Server,Ministry of Nodes,10/27/24,fRLsyD4t4w8,"Bitcoin Node Box,Electrum Rust Server (Electrs)"
Bitcoin Node Box: Ashigaru Dojo,Ministry of Nodes,10/27/24,8_It4xEIwRA,"Bitcoin Node Box,Ashigaru Dojo,Verifying Downloads"
Bitcoin Node Box: Sparrow Wallet,Ministry of Nodes,10/27/24,5Aqx0obDsqc,"Bitcoin Node Box,Sparrow,Verifying Downloads"
Bitcoin Node Box: Bitcoin Core,Ministry of Nodes,10/27/24,l-JJzodH2l8,"Bitcoin Node Box,Bitcoin Core,Verifying Downloads"
Trezor Safe 3 Installation and Setup,Bitcoin Unlocked,10/29/24,2j-WS5bbyvk,Trezor Safe
Bitaxe Gamma 601 Solo Bitcoin Miner Setup,Rabid Mining,10/29/24,mRA61fHI5Kc,Bitaxe
Miniscript on Blockstream Jade,Blockstream,10/30/24,ARl3dMDVjTA,"Blockstream App,Jade,Liana,Multisig,Timelocks"
Buy Your First Bitcoin in 10 Minutes with River App,BitBagger,11/1/24,Kuf2XV0M-XA,River
Adding Trezor as a Signing Device in Bitcoin Keeper,Bithyve,11/4/24,7LrAcTLvBhU,"Bitcoin Keeper,Trezor One"
ColdCard Q: Secure Passwords,Coinkite,11/5/24,Ir1frVs1gNE,ColdCard Q
Ashigaru- Bitcoin Privacy Wallet Tutorial,BTC Sessions,11/5/24,aykJ4eP-Veo,"Ashigaru,Coinjoin (Whirlpool),Paynyms (BIP 47)"
Securing Your Bitcoin with the OneKey Hardware Wallet,Ian Major,11/7/24,HTnmwHQWaLA,"OneKey,Verifying Downloads,Alby,Lightning"
Buy Bitcoin Directly Into Your Specter DIY,GetBittr,11/7/24,f6w7GtB31j0,"Specter DIY,Bittr,Specter Desktop"
Mining Bitcoin at Home with DATUM and Start9,Paul Lamb,11/10/24,BQ6Hax3wcY8,"Start9,Bitcoin Knots,Core Lightning,Ocean Pool/DATUM"
Save on Bitcoin Transaction Fees with UTXO Management ,Andrew with Laser Eyes,11/11/24,iIcvTOhuQoE,"UTXO Management,Sparrow"
DIY Bitcoin Hardware Wallet with Jade Firmware (ESP 32),Crypto Guide,11/15/24,EC6b8FfX8oI,Jade
Adding a Seed Key and Creating a Multisig Wallet in Bitcoin Keeper,Bithyve,11/18/24,dVKmLy6rabc,"Bitcoin Keeper,Multisig"
How to Fix a Stuck Bitcoin Transaction with Sparrow Wallet and RBF,Andrew with Laser Eyes,11/20/24,K9W2r_4tKvs,"Sparrow,Replace By Fee (RBF)"
Using Miniscript with the Jade Hardware Wallet and Liana,Blockstream,12/3/24,b1Ti2Yd0OEI,"Jade,Liana,Timelocks,Multisig"
Bitcoin Core Wallet: Digital Privacy Masterclass,Sovereign Money,12/4/24,5XgucdLE3gg,Bitcoin Core Wallet
